编号,食品分类,最大使用量,备注
01.7,乳基甜点（如布丁、水果或调味酸乳）,90 mg/kg,注释2,注释15
01.5.1,乳粉和稀奶油粉（原味）,200 mg/kg,注释196,注释15,注释75
15.1,以土豆、谷物、面粉或淀粉（来自块根，豆类）为原料的零食,200 mg/kg,注释130,注释15
06.1,全谷、碎谷或片状谷物，包括大米,100 mg/kg,注释XS202,注释15
07.1.3,其他普通焙烤制品（如百吉饼、皮塔饼、英式松饼等）,100 mg/kg,注释130,注释15
15.2,加工坚果，包括有涂层的坚果和坚果混合物（如与干制水果混合）,200 mg/kg,注释130,注释15
08.3,加工的碎畜、禽肉和野味制品,200 mg/kg,注释XS89,注释130,注释XS98,注释15,注释XS88
05.2,包括硬糖、软糖和牛轧糖等在内的糖果，不包括05.1、05.3、05.4类,200 mg/kg,注释130,注释15,注释XS309R
05.3,口香糖,1,000 mg/kg,注释130
05.1,可可制品和巧克力制品，包括类巧克力和代巧克力,200 mg/kg,注释XS86,注释XS141,注释303,注释130,注释15,注释XS105
04.2.2.2,干制蔬菜（包括蘑菇和食用真菌、块根类、豆类、芦荟）、海藻、坚果和籽类,50 mg/kg,注释196,注释15,注释76
08.2,整块或分割的加工畜、禽肉和野味,200 mg/kg,注释XS96,注释130,注释XS97,注释15
06.3,早餐谷物，包括燕麦片,200 mg/kg,注释196,注释15
04.1.2.9,果基甜点，包括水基果味甜点,90 mg/kg,注释2,注释15
02.1.2,植物油脂,200 mg/kg,注释511,注释130,注释515,注释XS33,注释15
02.3,水包油为主的脂肪乳化物，包括混合和/或调味的脂肪乳化物制品,200 mg/kg,注释130,注释15
14.1.4,水基调味饮料，包括“运动”，“能量”，“电解质”饮料及固体饮料,1,000 mg/kg,注释15
12.6,沙司及其类似产品,200 mg/kg,注释XS302,注释130,注释15
12.5,清汤和浓汤,200 mg/kg,注释130,注释15,注释127
02.1.3,猪油、牛油、鱼油和其他动物脂肪,200 mg/kg,注释130,注释15,注释516
07.2.3,精制焙烤制品预拌粉（如蛋糕、薄烤饼）,200 mg/kg,注释196,注释15
09.2.5,经烟熏，干制，发酵，和/或盐腌的鱼和鱼制品，包括软体动物，甲壳类和棘皮类动物,100 mg/kg,注释XS189,注释196,注释XS244,注释XS311,注释XS236,注释XS167,注释15,注释XS222
02.4,脂基甜点，不包括01.7类乳基甜点制品,200 mg/kg,注释130,注释15
02.2.2,脂肪涂抹物，乳脂涂抹物和混合涂抹物,200 mg/kg,注释130,注释15
10.4,蛋基甜点（如蛋奶甜羹）,90 mg/kg,注释2,注释15
05.4,装饰糖果（如：用于精制焙烤制品）、顶饰（非水果）和甜汁,200 mg/kg,注释130,注释15
06.5,谷物和淀粉类甜点（如米布丁、木薯布丁）,90 mg/kg,注释2,注释15
06.4.3,预制面制品、面条及其类似产品,200 mg/kg,注释130,注释15,注释211
13.6,食品补充剂,400 mg/kg,注释196,注释15
12.2,香草，香辛料，调味料和调味品（如方便面调料）,200 mg/kg,注释XS328,注释XS327,注释XS326,注释130,注释15
02.1.1,黄油脂、无水乳脂、酥油,100 mg/kg,注释514,注释171,注释133,注释15
